text,body_len,punct%,cap_count,has_link,clean_text,label
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",153,5.69,0,0,hiya u pay money account thank get pleasant surprise check balance u c not statement 4 acc,ham
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,106,1.12,0,0,monthly terrible pay till 6months finish school,ham
Ok i msg u b4 i leave my house.,31,4.35,0,0,ok msg u b4 leave house,ham
"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything.",482,3.91,0,0,good evening sir hope have nice day want bring notice late pay rent past month pay charge feel inconsiderate nag great cost s not speak recession will not able pay charge month askin ahead month end help thank,ham
I'm really not up to it still tonight babe,42,2.94,0,0,m tonight babe,ham
"ItÛ÷s å£6 to get in, is that ok?",33,7.69,0,0,itû÷s å£6 ok,ham
Great! How is the office today?,31,7.69,0,0,great office today,ham
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",88,5.8,1,0,yar lor wan 2 c horse racing today mah eat early lor eat chicken rice u,ham
"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",110,5.68,0,0,promise good care princess run send pic chance ttyl,ham
I'm in a movie... Collect car oredi...,38,21.88,0,0,m movie collect car oredi,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,136,10.81,0,0,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 mature 8 stylish 9 simple pls reply,ham
"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",160,8.09,1,0,beautiful truth gravity read carefully heart feel light feel heavy leave goodmorne,ham
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",82,6.15,0,0,jolly good way u ticket sat eve 730 speak x,ham
I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,106,7.5,0,0,get landline number ask come anna nagar afternoon,ham
Sorry da. I gone mad so many pending works what to do.,54,4.65,0,0,sorry da go mad pende work,ham
"Sorry, I'll call later  &lt;#&gt; mins",38,21.88,0,0,sorry ill later min,ham
"Hey sexy buns ! Have I told you ? I adore you, loverboy. I hope you remember to thank your sister in law for those meatballs *grins* ... i love you, babe",153,8.2,0,0,hey sexy bun tell adore loverboy hope remember thank sister law meatball grin love babe,ham
"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",132,2.94,23,0,fran decide 2 n e way m completely break knackered get bout 3 c u 2mrw love janx ps dad fone credit,ham
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,114,9.68,0,0,work time try add zero saving checking,ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",160,10.94,0,0,life mean lot love life love people life world call friend world ge,ham
I accidentally brought em home in the box,41,0.0,0,0,accidentally bring em home box,ham
All sounds good. Fingers . Makes it difficult to type,53,4.55,0,0,sound good finger make difficult type,ham
We have pizza if u want,23,0.0,0,0,pizza u want,ham
"The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed.",790,5.41,1,0,thing want hurt not think d laugh embarasse delete tag go far know not fact feel like hurt show not know messy wednesday not bad problem time clean choose skype picture sleep want not mind thing not bed throw laundry not friend house m embarasse s underwear bras strew bed pillow floor s good make bed,ham
Thank you princess! I want to see your nice juicy booty...,58,8.33,0,0,thank princess want nice juicy booty,ham
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,164,18.25,1,0,neft transaction reference number rs decimal credit beneficiary account time,ham
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,147,4.96,3,0,u secret admirer reveal think u r special 09065174042 opt reply reveal stop 150 msg recd cust care 07821230901,spam
Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,152,2.34,2,0,congratulation ur award å£500 cd gift voucher free entry 2 å£100 weekly draw txt music 87066 tnc 1 win150ppmx3age16,spam
"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\""",91,6.41,2,0,0anetworks allow company bill sms responsible supplier,spam
"K so am I, how much for an 8th? Fifty?",38,10.34,1,0,k 8th,ham
Haven't left yet so probably gonna be here til dinner,53,2.27,0,0,not leave probably go to til dinner,ham
Nothing. Can...,15,28.57,0,0,,ham
And you! Will expect you whenever you text! Hope all goes well tomo ,68,3.64,0,0,expect text hope go tomo,ham
Are you not around or just still asleep? :V,43,5.71,1,0,asleep v,ham
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,154,6.3,1,0,buy space invader 4 chance 2 win orig arcade game console press 0 game arcade std wap charge o2coukgames 4 term setting purchase,spam
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,130,0.0,0,0,try contact response offer new nokia fone camcorder hit reply 08000930705 delivery,spam
IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,153,3.12,23,0,m gonnamissu muchi il send u postcard butthere abouta chance merememberin asthere ofsi breakin contract luv yaxx,ham
Match started.india  &lt;#&gt;  for 2,37,19.35,0,0,match startedindia 2,ham
I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,48,10.53,2,0,jokin oni lar ìï busy wun disturb ì,ham
How do you guys go to see movies on your side.,46,2.78,0,0,guy movie,ham
"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16",154,6.98,3,0,chance claim ur å£150 worth discount voucher today text shop 85023 savamob offer mobile t cs savamob pobox84 m263uz å£300 sub 16,spam
You have an important customer service announcement from PREMIER.,65,1.75,1,0,important customer service announcement premier,spam
So i'm doing a list of buyers.,30,8.33,0,0,m list buyer,ham
Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,80,5.71,0,0,actually delete old websitenow m blogge magicalsongsblogspotcom,ham
Sorry me going home first... Daddy come fetch Ì_ later...,57,14.58,1,0,sorry go home daddy come fetch ì later,ham
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",155,4.76,3,0,bangbabe ur order way u receive service msg 2 download ur content u goto wap bangb tv ur mobile internetservice menu,spam
Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,103,3.75,0,0,mmm s well get roast iåõd b well drink 2 good indian,ham
Ok i vl..do u know i got adsense approved..,43,11.43,0,0,ok vldo u know get adsense approve,ham
I want to tell you how bad I feel that basically the only times I text you lately are when I need drugs,103,0.0,0,0,want tell bad feel basically time text lately need drug,ham
Hey tmr meet at bugis 930 ?,27,4.76,0,0,hey tmr meet bugis 930,ham
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,329,3.36,0,0,happen r 2waxsto wat want come ill medical insurance shell able deliver basic care m currently shop right medical insurance til friday morning s ill major person guide right insurance,ham
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,72,3.57,0,0,m go 4 lunch wif family aft dat str 2 orchard lor,ham
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,155,5.34,5,0,hmv bonus special 500 pound genuine hmv voucher win answer 4 easy question play send hmv 86688 info,spam
Is she replying. Has boye changed his phone number,50,2.38,0,0,reply boye change phone number,ham
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,153,9.24,7,0,hurt tease cry end life die plz rise grave stupid miss u nice day bslvyl,ham
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,231,5.29,0,0,shit suite xavier decide second warning samantha come play jay guitar impress shit not think doug realize not live anymore,ham
No break time one... How... I come out n get my stuff fr Ì_?,60,17.02,1,0,break time come n stuff fr ì,ham
Hey! There's veggie pizza... :/,31,25.93,0,0,hey s veggie pizza,ham
"I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!",99,5.06,0,0,think d watch cos s kind thing u get4an18th love,ham
Nope... C Ì_ then...,20,41.18,1,0,nope c ì,ham
Then ur physics get a-?,23,10.53,0,0,ur physics,ham
Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,143,5.26,1,0,free entry 2 weekly comp chance win ipod txt pod 80182 entry std txt rate tcs apply 08452810073 detail 18,spam
Hey... Why dont we just go watch x men and have lunch... Haha ,62,12.24,0,0,hey not watch x man lunch haha,ham
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,156,4.72,2,0,take mobile survey yesterday 500 text 2 use wish 2 txts send txt 80160 tc 150p,spam
I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,158,2.44,0,0,not believe attached see day know good babe teach class midnight,ham
Fine am simply sitting.,23,5.0,0,0,fine simply sit,ham
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,138,12.5,0,0,hey sun 1030 s basic yoga course bugis pilate intro sit tell time r free,ham
Cos darren say Ì_ considering mah so i ask Ì_...,48,12.82,2,0,cos darren ì consider mah ask ì,ham
You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,146,2.5,0,0,winner u specially select 2 receive å£1000 cash 4 holiday flight inc speak live operator 2 claim 0871277810810,spam
Thanks for this hope you had a good day today,45,0.0,0,0,thank hope good day today,ham
"Sorry, I can't help you on this.",32,11.54,0,0,sorry not help,ham
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",158,5.11,0,0,moment dayhas valuemorning bring hopeafternoon bring faithevening bring luvnight bring restwish u find todaygood morning,ham
Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,129,8.74,1,0,ok theory test ì go book think 21 coz thought wanna jiayin not free,ham
"Yes, princess. Are you going to make me moan?",45,8.11,0,0,yes princess go moan,ham
I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,180,4.14,0,0,get new year cos yetunde say want surprise not money return mid january day return period end,ham
Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,155,4.69,2,0,free entry 2 wkly comp win fa cup final tkts 21st 2005 text fa 87121 receive entry questionstd txt ratetcs apply 08452810075over18s,spam
That's significant but dont worry.,34,6.67,0,0,s significant not worry,ham
Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.,101,3.57,0,0,wish beautiful day moment reveal thing smile enjoy,ham
Ok lor... Or u wan me go look 4 u?,34,16.0,0,0,ok lor u wan look 4 u,ham
Got it..mail panren paru..,26,17.39,0,0,get itmail panren paru,ham
You are a very very very very bad girl. Or lady.,48,5.26,0,0,bad girl lady,ham
Ok i found dis pierre cardin one which looks normal costs 20 its on sale.,73,1.69,0,0,ok find dis pierre cardin look normal cost 20 sale,ham
Now am free call me pa.,23,5.56,0,0,free pa,ham
Have a good evening! Ttyl,25,4.76,0,0,good evening ttyl,ham
May i call You later Pls,24,0.0,0,0,later pls,ham
\ER,3,33.33,1,0,er,ham
Then why you came to hostel.,28,4.35,0,0,come hostel,ham
"Yo, any way we could pick something up tonight?",47,5.13,0,0,yo way pick tonight,ham
Wherre's my boytoy ? :-(,24,25.0,0,0,wherre boytoy,ham
I think chennai well settled?,29,4.0,0,0,think chennai settle,ham
Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.,144,0.83,4,0,watch house ûò entertaining ûò get hugh laurie thing ûò stick ûò especially stick,ham
Oh ya ya. I remember da. .,26,15.0,0,0,oh ya ya remember da,ham
Gud ni8 dear..slp well..take care..swt dreams..Muah..,53,20.83,0,0,gud ni8 dearslp welltake careswt dreamsmuah,ham
Here got lots of hair dresser fr china.,39,3.12,0,0,get lot hair dresser fr china,ham
Joy's father is John. Then John is the NAME of Joy's father. Mandan,67,7.27,1,0,joys father john john joys father mandan,ham
ÌÏ still got lessons?  ÌÏ in sch?,33,7.69,2,0,ìï get lesson ìï sch,ham
Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,162,5.93,1,0,want 2 lay tonight want real dog location send direct 2 ur mob join uks large dog network bt txte gravel 69888 not ec2a 31pmsg150p,spam
They just talking thats it de. They wont any other.,51,4.76,0,0,talk s de will not,ham
Going to join tomorrow.,23,5.0,0,0,go join tomorrow,ham
"Sure, I'll see if I can come by in a bit",40,6.67,0,0,sure ill come bit,ham
I'm meeting Darren...,21,21.05,0,0,m meet darren,ham
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,82,6.06,0,0,dip cell dead m come u well respond shall come,ham
Yo we are watching a movie on netflix,37,0.0,0,0,yo watch movie netflix,ham
Ok i am on the way to home hi hi,32,0.0,0,0,ok way home hi hi,ham
"Theoretically yeah, he could be able to come",44,2.7,0,0,theoretically yeah able come,ham
What is important is that you prevent dehydration by giving her enough fluids,77,0.0,0,0,important prevent dehydration give fluid,ham
Stop knowing me so well!,24,5.0,0,0,stop know,ham
Well I'm going to be an aunty!,30,8.33,0,0,m go aunty,ham
"Received, understood n acted upon!",34,6.67,0,0,receive understand n act,ham
I cant pick the phone right now. Pls send a message,51,2.44,0,0,not pick phone right pls send message,ham
Good Morning plz call me sir,28,0.0,0,0,good morning plz sir,ham
"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",125,37.27,2,0,helloooo wake sweet morning welcome enjoy day joy gud mrng,ham
The hair cream has not been shipped.,36,3.33,0,0,hair cream ship,ham
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,91,2.86,0,0,oh way food fridge want meal tonight,ham
What time you thinkin of goin?,30,4.0,0,0,time thinkin goin,ham
"Cool, I'll text you when I'm on the way",39,9.68,0,0,cool ill text m way,ham
Are you going to wipro interview today?,39,3.03,0,0,go wipro interview today,ham
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",161,8.96,5,0,freemsg claim ur 250 sm messagestext ok 84025 nowuse web2mobile 2 ur mate etc join txt250com 150pwk tc box139 la32wu 16 remove txtx stop,spam
HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,89,1.49,21,0,hi jess not know work u m home eve xxx,ham
"Yup, no need. I'll jus wait 4 e rain 2 stop.",44,11.76,0,0,yup need ill jus wait 4 e rain 2 stop,ham
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",276,8.8,3,0,japanese proverb u itu indian version let itleave finally kerala version stop strike,ham
Ok.ok ok..then..whats ur todays plan,36,15.62,0,0,okok okthenwhat ur todays plan,ham
U repeat e instructions again. Wat's e road name of ur house?,61,6.0,0,0,u repeat e instruction wat e road ur house,ham
Ok...,5,60.0,0,0,ok,ham
I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,96,5.41,0,0,thk u dun haf 2 hint e forum lor cos tell ron n darren go 2 tell shuhui,ham
Oooh bed ridden ey? What are YOU thinking of?,45,5.41,1,0,oooh bed ride ey think,ham
I keep ten rs in my shelf:) buy two egg.,40,9.68,0,0,rs shelf buy egg,ham
Save money on wedding lingerie at www.bridal.petticoatdreams.co.uk Choose from a superb selection with national delivery. Brought to you by WeddingFriend,153,3.73,0,0,save money wedding lingerie choose superb selection national delivery bring weddingfriend,spam
"Lol ... Oh no babe, I wont be sliding into your place after midnight, but thanks for the invite",95,6.49,0,0,lol oh babe will not slide place midnight thank invite,ham
PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,144,2.4,1,0,private 2004 account statement 07742676969 show 786 unredeemed bonus point claim 08719180248 identifier code 45239 expire,spam
"What part of \don't initiate\"" don't you understand""",52,13.33,0,0,not initiate not understand,ham
Realy sorry-i don't recognise this number and am now confused :) who r u please?! ,82,8.96,0,0,realy sorryi not recognise number confuse r u,ham
Dude sux for snake. He got old and raiden got buff,50,2.5,0,0,dude sux snake get old raiden get buff,ham
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",153,5.65,1,0,2nd time try 2 contact u u win 750 pound prize 2 claim easy 08712101358 10p min btnationalrate,spam
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,133,2.8,0,0,start not stop pray good idea help guy ill forward link,ham
I have to take exam with in march 3,35,0.0,0,0,exam march 3,ham
So i asked how's anthony. Dad. And your bf,42,8.82,0,0,ask s anthony dad bf,ham
"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",159,10.4,0,0,good afternoon love go day wake early online wait hmmm italian boy online grin,ham
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",143,3.48,3,0,king cry baby great building map imprtant u r today u wil reach tomorw gud ni8,ham
Your right! I'll make the appointment right now.,48,7.32,0,0,right ill appointment right,ham
Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,110,4.49,0,0,oops sorry check not mind pick tomo half station ok,ham
Pls confirm the time to collect the cheque.,43,2.78,0,0,pls confirm time collect cheque,ham
Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,113,2.25,0,0,oh s late good night u tomorrow iam go sleep night night,ham
"Cool, want me to go to kappa or should I meet you outside mu",60,2.13,0,0,cool want kappa meet outside mu,ham
Sorry i'm not free...,21,22.22,0,0,sorry m free,ham
Why tired what special there you had,36,0.0,0,0,tired special,ham
"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",88,8.33,0,0,tunji s queen wish great day abiola,ham
&lt;#&gt;  w jetton ave if you forgot,37,16.67,0,0,w jetton ave forgot,ham
I sent them. Do you like?,25,10.0,0,0,send like,ham
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,165,3.68,0,0,stop call say cancer throat hurt talk not answer everyone call m babysitte monday,ham
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",93,10.81,0,0,awesome plan time like ill text detail wee bit,ham
Is that what time you want me to come?,38,3.33,0,0,time want come,ham
Ok.. ÌÏ finishing soon?,23,15.0,1,0,ok ìï finish soon,ham
If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,116,0.0,0,0,not collect dough pls let know place send control number,ham
2mro i am not coming to gym machan. Goodnight.,46,5.26,0,0,2mro come gym machan goodnight,ham
Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,66,12.0,2,0,meet ì 5 4 depend ì wan 2 lor,ham
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",149,2.46,2,0,spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p logopic,spam
"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",149,4.72,4,0,urgent 09061749602 landline complimentary 4 tenerife holiday å£10000 cash await collection sae tcs box 528 hp20 1yf 150ppm 18,spam
I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,130,3.96,0,0,actually time go bed long speak wake 7 night,ham
I have gone into get info bt dont know what to do,49,0.0,0,0,go info bt not know,ham
Urgent! Please call 09061213237 from landline. å£5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,155,6.87,3,0,urgent 09061213237 landline å£5000 cash luxury 4 canary island holiday await collection tcs sae po box 177 m227xy 150ppm 16,spam
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",444,11.29,0,0,solve d case man find murder decimal afternoon 1his wife call police 2police question 3wife siri sleep murder take place 4cook cook 5gardener pick vegetable 6housemaid go 2 d post office 7children go 2 play 8neighbour go 2 marriage police arrest d murderer immediately s reply reason u r brilliant,ham
Valentines Day Special! Win over å£1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,158,4.55,1,0,valentine day special win å£1000 quiz partner trip lifetime send 83600 150pmsg rcvd custcare08718720201,spam
But you dint in touch with me.,30,4.17,0,0,dint touch,ham
Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,108,5.81,0,0,go to pick 1 burger way home not pain kill,ham
"Sorry, went to bed early, nightnight",36,6.45,0,0,sorry go bed early nightnight,ham
Reply to win å£100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,104,2.38,2,0,reply win å£100 weekly 2006 fifa world cup hold send stop 87239 end service,spam
U come n search tat vid..not finishd..,38,12.5,0,0,u come n search tat vidnot finishd,ham
K I'll take care of it,22,5.88,0,0,k ill care,ham
I have a sore throat. It's scratches when I talk,48,5.13,0,0,sore throat scratch talk,ham
if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,66,11.54,0,0,not hour imma flip shit,ham
I like to think there's always the possibility of being in a pub later.,71,3.45,0,0,like think s possibility pub later,ham
somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,144,4.17,0,0,beneath pale moon light think u dream come true goodnite sweet dream,ham
No screaming means shouting..,29,7.69,0,0,screaming mean shout,ham
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",92,10.39,0,0,watch cartoon listening music eve temple church u,ham
I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,126,10.68,0,0,reach office decimal mobile problem cannt voice asa ill free,ham
Howz that persons story,23,0.0,0,0,howz person story,ham
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",152,3.31,12,0,chance reality fantasy 08707509020 20p min ntt ltd po box 1327 croydon cr9 5wb 0870 national rate,spam
ÌÏ bot notes oredi... Cos i juz rem i got...,44,17.14,1,0,ìï bot note oredi cos juz rem get,ham
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",159,7.81,3,0,get take 2 wrc rally oz u lucozade energy text rally le 61200 25p pack lucozadecoukwrc itcould u,spam
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,78,3.12,0,0,check miss see jeremiah great month,ham
Whom you waited for yesterday,29,0.0,0,0,wait yesterday,ham
I'm aight. Wat's happening on your side.,40,11.76,0,0,m aight wat happen,ham
Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,105,2.25,1,0,text pass 69669 collect polyphonic ringtone normal gprs charge apply enjoy tone,spam
Ok... I din get ur msg...,25,30.0,0,0,ok din ur msg,ham
Wat r u doing now?,18,7.14,0,0,wat r u,ham
Ok.,3,33.33,0,0,ok,ham
Excellent! Are you ready to moan and scream in ecstasy?,55,4.35,0,0,excellent ready moan scream ecstasy,ham
Super msg da:)nalla timing.,27,12.5,0,0,super msg danalla timing,ham
Well i know Z will take care of me. So no worries.,50,5.13,0,0,know z care worry,ham
Pls speak to that customer machan.,34,3.45,0,0,pls speak customer machan,ham
What about this one then.,25,4.76,0,0,,ham
I'm working technical support :)voice process.networking field.,63,8.77,0,0,m work technical support voice processnetworke field,ham
Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,95,5.26,0,0,glad go come 11 plenty time claire go work,ham
"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",158,6.77,2,0,congratulation thank good friend u win å£2000 xmas prize 2 claim easy 08718726971 10p minute btnationalrate,spam
Don know. I did't msg him recently.,35,10.34,0,0,don know didt msg recently,ham
No no:)this is kallis home ground.amla home town is durban:),60,9.8,0,0,nothis kallis home groundamla home town durban,ham
Just send a text. We'll skype later.,36,10.0,0,0,send text skype later,ham
"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY å£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",153,9.85,5,0,new mobile 2004 txt nokia 89545 collect today å£1 2optout 08718726270150gbpmtmsg18 txtauction,spam
A guy who gets used but is too dumb to realize it.,50,2.56,0,0,guy get dumb realize,ham
Sorry de i went to shop.,24,5.26,0,0,sorry de go shop,ham
